-0.302142 0.629646	-0.468646 -0.437506	0.751303 0.319782	0.384374 0.752014	0.603867 0.790833	0.290540 -0.494219	0.653237 0.502880	0.387346 -0.803606	0.639781 0.500007	0.692389 0.500295	0.204144 -0.447248	0.443633 0.882135	0.368019 0.799485	0.560744 0.607400	0.339973 0.029546	-0.102781 -0.829903	-0.864264 0.130356	-0.810361 0.809437	-0.367139 0.791816	-0.625853 0.309730	
16.420478 -11.411362	7.138278 5.274404	10.506898 11.626110	3.363904 3.716775	3.472533 -15.279608	-9.624412 9.214359	-31.713680 24.125184	-4.253001 6.196184	11.225759 -2.997907	4.869370 -24.949083	2.219423 -6.927979	-2.293292 11.426019	-12.814608 -9.862979	3.395316 -9.303254	-2.586927 -0.036058	-5.426034 1.520574	2.818431 18.245914	-6.826947 -4.093188	-3.344566 -20.380373	1.228768 15.187180	
16.117786 -10.948092	7.268247 5.946697	10.215139 12.334406	3.906779 3.918551	3.084066 -14.660646	-9.587092 9.797488	-31.295622 23.690480	-3.795673 6.161113	10.266678 -2.003081	5.107729 -24.156451	1.437449 -7.213491	-1.896032 11.840377	-12.879644 -10.359015	3.822452 -9.519984	-3.496450 -0.704220	-4.922516 1.277436	2.403728 19.164951	-6.814594 -3.302620	-3.836312 -19.720931	0.719054 14.291554	
16.949349 -11.271427	7.724530 6.086647	11.206483 12.953874	4.880226 4.876046	3.139771 -15.469069	-10.576053 9.006086	-30.857521 23.033655	-4.707009 7.101618	10.393173 -1.135460	4.495935 -23.995661	1.419041 -6.393798	-2.185525 11.556895	-11.916922 -9.644474	4.074264 -9.710594	-3.424277 -0.291532	-4.946172 1.414527	1.534370 19.118545	-7.596614 -2.307717	-4.832045 -19.041129	0.982747 13.847898	
16.577847 -11.721662	7.323698 6.516393	10.633809 13.652314	5.848513 4.990927	3.756436 -14.614114	-11.033238 8.365106	-31.250478 23.830064	-4.845049 6.654534	11.011003 -1.726525	4.601622 -23.007461	2.022452 -5.725413	-3.022660 12.294476	-10.978601 -10.106144	3.709206 -8.827226	-3.524174 0.053464	-4.425992 2.184533	2.295024 19.290964	-7.849613 -2.684200	-5.613079 -19.409271	1.237700 13.628979	
15.845545 -10.814849	7.215710 6.354081	11.396363 12.719300	5.881830 5.325467	3.678624 -14.856614	-11.408030 7.501142	-31.532178 22.846905	-4.897523 6.803736	11.315592 -0.802260	4.411014 -22.201987	1.566353 -5.437774	-2.367566 12.114190	-10.922870 -10.456958	3.863285 -7.949162	-3.474481 0.692324	-3.449375 1.393305	1.656213 19.119525	-8.830802 -3.155542	-5.505798 -20.172426	0.978940 13.484341	
15.329348 -11.119369	7.041772 5.997004	11.674069 12.091738	6.544286 5.388256	2.803536 -14.087167	-11.139470 7.158303	-32.209297 21.960933	-4.977290 6.249483	11.769649 0.011337	5.204979 -22.850412	1.975207 -5.139043	-2.697658 12.638969	-10.494049 -10.371039	3.416395 -8.905259	-3.164315 1.043536	-3.881295 0.766039	2.478884 18.330614	-8.289584 -4.024887	-5.835916 -20.417465	1.886894 13.475734	
15.399645 -11.287443	6.219434 6.289365	11.292616 11.302084	7.071431 4.662163	2.225330 -13.106972	-11.119165 7.535850	-31.643665 22.039919	-4.073775 6.073945	10.771845 0.265993	4.349546 -22.216182	2.850290 -5.296457	-2.853860 12.740139	-10.529258 -10.121591	2.757207 -8.846362	-2.668094 1.284499	-4.316820 0.870971	2.203263 18.541914	-8.034402 -3.044329	-4.964279 -20.154893	2.883118 13.760274	
15.597134 -10.413726	5.548313 6.951881	10.709182 10.591855	7.558127 4.931583	2.971949 -12.476746	-12.050289 7.263715	-30.999294 22.246448	-3.150779 7.030056	9.886976 0.590827	3.891366 -22.398368	3.417099 -4.500557	-3.458813 12.563784	-11.343214 -9.180246	2.475703 -9.751298	-2.189634 1.916604	-3.970989 1.642518	2.258236 18.035534	-7.709741 -4.018967	-5.467319 -19.542221	2.564441 13.752091	
15.714787 -10.285175	6.027012 7.568666	11.298618 10.546432	7.185660 5.222029	2.994178 -12.922032	-12.378620 8.005743	-30.062873 21.257845	-4.057629 6.374152	9.186428 -0.339191	2.986934 -23.161212	4.202335 -3.905828	-3.976849 12.282614	-10.672171 -9.106623	2.713388 -10.521323	-2.307735 1.793650	-4.229338 1.426949	1.666577 17.147037	-7.031721 -3.690316	-4.577038 -18.649507	2.825939 13.309491	
16.119270 -9.918049	5.217885 7.346053	10.407364 9.675228	7.269389 6.152448	3.652737 -13.290234	-12.541249 8.737568	-30.882877 20.313770	-3.323364 6.148359	9.903696 0.231230	3.923449 -22.906100	3.266447 -4.642681	-4.884488 11.801688	-11.446616 -8.786410	3.661745 -10.304945	-2.905455 0.858104	-4.460912 0.920584	1.004264 16.491646	-6.707881 -2.727981	-5.019088 -18.990081	2.705668 12.946544	
16.662142 -9.282520	4.924417 7.592168	11.345407 9.748455	7.578173 7.089781	2.930118 -12.461406	-13.516168 9.059666	-30.279837 20.640243	-4.026582 6.116851	10.593036 0.892659	3.527653 -22.243946	2.680817 -4.214586	-5.043102 11.609191	-11.048070 -8.846501	3.623529 -10.297150	-3.567336 0.478158	-4.932187 1.638903	0.797316 16.582606	-6.924381 -2.451388	-5.061982 -18.503804	3.483354 13.687278	
16.288872 -8.487443	5.690143 7.113486	10.637351 9.150298	7.603912 7.215669	2.707013 -13.281142	-13.764771 9.789813	-30.426695 21.233960	-3.884201 6.964165	9.772190 0.688255	2.740325 -21.672707	2.976623 -5.202741	-4.384450 11.959264	-11.344377 -9.030487	4.037799 -11.262784	-4.012567 1.356534	-4.507261 2.577180	0.731166 16.884411	-7.198480 -3.275365	-5.991914 -18.505881	3.309673 12.951523	
16.938258 -7.509520	5.547641 7.991595	10.079735 8.653935	8.537282 6.765061	2.588215 -12.362427	-12.793040 10.710846	-29.637356 21.373241	-4.576996 7.152757	9.907135 1.232254	3.568596 -22.268194	2.765916 -4.856810	-4.058074 12.008961	-11.592784 -9.490486	3.407391 -11.706208	-4.647460 0.966939	-3.741640 2.949594	1.582650 17.644281	-7.782515 -2.836875	-5.025390 -18.207769	3.844867 13.344082	
15.993737 -7.769941	5.482691 8.583460	9.672267 7.738759	8.047604 7.751813	3.045147 -13.209059	-13.653668 11.298430	-30.520927 21.821605	-3.828869 6.240975	10.783404 0.822556	3.062414 -21.512322	2.599364 -4.222432	-3.970710 12.313029	-10.611269 -10.251873	3.347174 -12.379201	-4.950861 0.367055	-4.185520 2.480596	0.667489 18.444478	-8.519833 -2.631882	-5.061532 -19.076972	3.395712 14.038906	
15.910755 -7.615858	4.798317 9.125255	10.080586 8.364110	8.817199 8.423161	3.790748 -13.882393	-13.400544 11.308690	-31.116586 22.452243	-3.617521 5.956856	10.377634 0.386990	2.390081 -20.878377	3.468267 -4.591063	-4.839692 11.457647	-11.066323 -10.239367	3.496180 -11.703003	-4.967012 1.248383	-4.835780 3.262428	0.018070 19.102796	-9.518550 -3.342397	-5.039532 -19.495185	3.099377 13.767461	
15.556042 -6.742746	3.923989 9.093607	9.646129 9.310588	8.197969 7.488097	4.044519 -14.107849	-13.579908 10.466358	-31.504865 22.102979	-3.522510 5.575575	10.288707 -0.518190	1.910119 -19.883867	4.391835 -4.736756	-4.388171 11.941169	-10.890745 -9.728369	4.381261 -12.141960	-4.754274 1.375129	-4.647560 3.796591	0.461193 19.298497	-9.314433 -3.131132	-4.932359 -19.877693	3.182111 13.942016	
14.970126 -6.418876	4.334090 9.073048	10.416784 9.498702	8.446385 7.007959	4.529080 -14.546738	-13.107450 10.970277	-30.636671 23.025538	-3.716428 6.004945	10.361782 0.427354	1.130409 -19.496265	5.296603 -4.847370	-4.400643 11.111701	-11.282194 -9.228028	4.383459 -13.119087	-5.073596 0.468975	-4.778302 4.628193	1.290459 18.315506	-9.814813 -2.734954	-5.414519 -19.495987	2.246348 13.133419	
15.718412 -5.428773	5.012033 9.890308	9.636685 9.313604	8.088137 7.059663	5.084614 -13.811092	-12.268614 11.914175	-30.509948 23.070244	-4.540152 6.482981	10.856362 1.349528	1.507687 -19.027003	4.849961 -5.202252	-4.660173 11.314996	-12.233851 -9.731893	3.537791 -12.418435	-5.526196 0.707788	-5.052757 3.684855	0.778069 19.084972	-9.635126 -1.884191	-5.662472 -20.314550	2.021973 13.907504	
14.759205 -6.290001	5.405766 10.196684	9.150680 10.020606	7.218420 6.561085	4.147715 -13.813451	-12.217967 11.372181	-31.180233 23.123741	-3.568959 6.416652	9.862949 1.999569	1.022454 -19.763324	5.541408 -4.928181	-4.881716 11.660391	-11.676010 -9.915409	2.961594 -12.926374	-4.778408 1.091609	-4.947324 3.805883	0.957194 18.526016	-10.185711 -1.478750	-4.913288 -20.877239	1.724748 14.404161	
14.753963 -6.782512	4.609164 10.527312	8.604361 10.719004	7.996623 6.453835	4.444236 -13.428180	-11.827040 10.708795	-30.744509 23.300909	-3.082070 6.461472	10.213957 2.920754	1.119619 -19.279790	6.434604 -5.332722	-5.807423 11.992429	-10.688508 -9.397673	2.590835 -12.367679	-4.188654 0.254055	-5.045754 3.228278	0.613731 19.399012	-9.292366 -1.630440	-4.347522 -21.463152	0.833148 13.917544	
14.163186 -6.410126	4.745510 10.260640	8.960297 11.462676	8.466571 5.607306	3.896349 -13.089541	-11.603330 10.770621	-30.655408 23.255699	-3.562198 5.528952	9.371513 3.450703	0.556502 -19.953708	5.700166 -5.672680	-5.118813 12.802309	-10.913416 -10.376960	2.544299 -13.167968	-3.530936 0.953376	-5.901556 3.388685	0.675653 18.812133	-10.085002 -1.219899	-3.794796 -22.208955	1.649352 13.471181	
14.835886 -6.508198	3.989152 10.485007	8.621096 11.673295	9.173531 5.066985	3.528424 -13.209399	-10.809542 10.273399	-30.832628 22.877946	-3.936170 5.804297	10.053021 3.008882	0.842775 -20.071373	5.734499 -5.823986	-4.176338 12.341341	-11.279090 -11.140942	2.729975 -13.799571	-4.299585 1.643009	-5.622534 4.002303	0.026162 18.306281	-10.867295 -0.441784	-3.756838 -21.779460	1.600692 13.943004	
14.533422 -5.779292	3.709259 10.088531	9.292299 11.714885	8.400982 5.661023	3.761351 -12.242260	-11.729448 10.073876	-29.972875 23.258942	-4.097707 6.590616	10.135293 3.746354	0.753827 -19.669208	4.980636 -6.171670	-3.750105 11.500003	-11.089900 -10.748682	3.576737 -13.646727	-5.008216 2.323343	-5.543817 3.183172	-0.524539 18.708556	-11.653907 -0.449685	-3.764790 -22.330881	2.368855 13.813995	
14.574934 -6.343768	4.034093 10.226052	8.790418 12.392356	8.651783 4.974012	3.440589 -12.561847	-12.699024 9.314248	-29.768254 22.834705	-4.485097 6.534818	10.321400 4.332306	1.328537 -20.506633	4.397577 -6.999736	-4.483134 11.364443	-11.024188 -11.167577	3.048850 -13.509821	-4.226879 2.666429	-5.953122 3.086179	-1.239075 19.440491	-11.541533 -0.474924	-3.399921 -21.542623	1.649954 13.439756	
15.095468 -6.131757	4.698171 10.188804	7.992594 12.799254	8.042001 5.248833	2.632056 -11.881666	-13.204483 8.838763	-29.413006 22.391800	-4.047447 6.514417	10.197705 4.419101	0.650209 -21.065063	4.693759 -6.395200	-5.404368 11.472055	-11.823172 -10.356919	3.847583 -12.873386	-3.616100 3.197474	-6.634090 3.735579	-1.695985 20.264711	-12.366185 -0.364965	-2.484191 -20.716649	2.047418 13.350707	
16.062058 -6.116798	4.783662 10.622543	7.101933 11.801494	7.961704 5.510090	2.131398 -12.449040	-13.274004 8.625338	-28.481558 21.704186	-3.844700 6.613908	10.900803 5.102700	1.483870 -20.203994	3.781105 -5.928570	-6.230433 12.183114	-11.606863 -10.010081	4.583594 -13.049925	-4.230851 3.524485	-5.878549 3.868682	-0.857409 19.347650	-11.830555 -0.674661	-2.420973 -21.450495	2.890575 13.717835	
16.981024 -5.886450	5.617542 11.497773	6.724305 12.557489	7.490862 5.678129	2.382644 -11.761811	-13.416505 8.471544	-28.389483 21.664311	-3.989854 7.180753	11.604419 6.038344	2.421871 -19.310840	3.904599 -5.251525	-6.625803 12.048597	-11.128343 -10.335542	4.507982 -12.244928	-4.421544 2.720235	-5.292941 4.211560	-0.010490 20.226559	-11.599560 -0.241110	-2.547442 -22.292517	2.438517 14.601602	
16.533187 -6.581259	5.253195 10.755180	7.486316 13.167709	7.917720 5.384740	2.392797 -11.895852	-12.698455 8.948607	-28.346343 21.013066	-4.708820 6.474668	12.447359 6.849279	2.661665 -20.245750	3.803169 -4.565870	-6.904084 12.453505	-10.997660 -9.950173	4.739774 -12.415044	-4.621596 2.712124	-5.151227 4.504586	-0.842232 20.101318	-11.286291 0.613499	-1.852998 -21.659659	2.039323 15.412253	
16.887442 -6.335368	5.452310 11.127254	7.033526 12.628483	8.443260 4.676162	1.904219 -12.177158	-13.064108 8.969427	-28.393100 21.070341	-4.356911 5.961703	13.431124 7.142842	3.595641 -21.092481	3.202807 -5.241691	-6.041237 11.715791	-10.263264 -9.423684	4.017249 -13.122724	-4.319685 2.688438	-4.708085 4.924220	-1.365457 21.054920	-11.841983 0.253213	-1.705589 -21.978292	1.760572 15.647707	
17.166736 -7.084672	5.225173 10.520162	7.346504 12.544563	8.847300 4.325389	1.728214 -11.352660	-13.490664 8.940262	-28.706195 20.351580	-5.149560 5.772849	13.661999 6.319087	3.619354 -21.923275	3.451699 -5.283889	-6.361318 12.678030	-9.706735 -9.789771	3.275773 -12.651565	-5.043475 1.864005	-3.732504 4.680617	-1.775440 21.687815	-12.136880 -0.139395	-2.189882 -22.583833	1.455170 15.345506	
17.685462 -6.506183	6.070839 10.898811	7.088753 11.852207	9.079632 4.842836	2.394611 -11.153107	-13.837429 8.182866	-29.564706 21.153610	-5.949272 5.375687	14.380540 6.246135	2.807151 -21.715866	2.633395 -5.528517	-5.531705 13.200481	-9.021202 -9.560742	3.405843 -12.344335	-5.206937 1.095155	-4.157950 5.427981	-1.496094 20.739148	-12.559317 0.331555	-1.998798 -22.219435	0.586424 15.395770	
17.674081 -6.327532	6.234430 11.138726	6.202366 11.643766	9.135339 3.912821	3.334924 -10.191681	-13.190240 7.470513	-29.383661 20.610869	-6.587595 4.817717	14.605546 5.922782	2.294635 -21.021585	2.919503 -6.465754	-4.858609 13.145754	-9.239766 -9.787329	3.306947 -11.876990	-5.895356 1.752300	-3.469703 5.825568	-1.503691 20.875186	-12.576695 0.272549	-1.768206 -21.869273	0.242680 15.026954	
16.674975 -6.999781	5.864931 10.184887	5.766078 12.155711	8.451338 3.247886	2.597891 -9.402355	-14.166403 6.699131	-29.455711 20.961983	-6.133291 4.287660	14.271840 6.762366	1.502124 -21.500220	3.601051 -7.203463	-4.012192 13.334458	-8.275003 -9.218708	3.786305 -11.996456	-5.038964 2.110051	-3.689226 6.403149	-1.042371 20.165615	-12.851627 0.712358	-1.554889 -21.965104	0.731185 14.278417	
15.847949 -7.126338	6.038663 10.456362	5.104903 11.975862	7.539733 2.491533	1.894243 -9.534756	-13.769177 5.730914	-28.711935 20.777221	-5.501516 4.861173	15.063986 6.008503	2.335739 -21.987756	4.396595 -7.749903	-3.171308 13.846323	-7.578054 -8.903498	3.838360 -12.843416	-4.846999 2.724160	-4.509917 5.906742	-1.537721 19.255462	-12.930552 1.312835	-1.376217 -21.996148	1.167356 14.660631	
16.765417 -6.897637	5.773230 9.692555	5.789087 11.329180	7.833206 2.909760	1.038062 -8.600742	-13.791578 6.144024	-29.008410 20.372260	-6.008973 4.476202	14.473780 6.026959	1.992526 -22.685059	4.035813 -8.614303	-2.639321 14.057243	-8.012087 -9.715075	3.729690 -12.847333	-5.128948 3.134556	-4.519701 5.148785	-0.745941 18.404087	-12.330009 1.522693	-2.216080 -22.118710	1.546724 14.784857	
16.922866 -7.873880	5.036809 9.958438	5.826140 12.096996	6.929257 2.584292	0.569919 -8.861437	-14.561554 6.396920	-28.274364 20.343525	-5.701950 4.273434	14.615354 5.489733	1.612183 -22.347147	3.424649 -8.217078	-3.521928 14.092330	-8.259384 -10.712372	4.469130 -12.752609	-4.554550 2.285790	-4.819790 5.415362	-1.226756 17.830461	-11.543078 0.914502	-2.879287 -22.491428	1.322561 15.492289	
17.002847 -7.584088	5.355253 10.117912	5.910413 12.390504	7.791651 2.278286	0.489313 -8.305742	-13.678160 6.522661	-27.838645 19.963284	-5.200486 4.196477	14.175128 4.717611	2.132373 -22.264848	2.668616 -8.545274	-3.123256 13.894473	-8.667395 -11.024797	3.537053 -11.798631	-4.652234 3.259888	-5.156254 5.028366	-2.188224 17.764760	-11.212393 0.436625	-2.918496 -21.492553	1.858254 16.420834	
16.606786 -7.142269	4.813751 10.504535	5.321459 11.856533	8.393934 3.028318	1.078785 -8.762480	-14.635608 5.954099	-27.065763 19.666397	-4.795345 3.729248	14.016664 4.006288	3.024762 -22.318886	2.999610 -7.675268	-3.264772 13.884071	-8.654305 -11.582762	4.244339 -10.850543	-5.246431 3.842120	-5.240762 4.369576	-2.589828 17.740565	-11.061694 0.111588	-2.990296 -20.889310	1.518914 15.458377	
16.988315 -7.159439	5.765782 11.446441	5.942835 12.287594	9.132066 2.483173	0.181935 -8.862184	-14.563946 5.847375	-26.598529 19.123211	-4.786914 3.179393	13.141083 4.504247	2.788529 -21.603795	3.501299 -7.549880	-3.351079 13.416324	-9.440683 -11.831268	4.329149 -10.274510	-5.387761 3.803590	-5.962021 3.974957	-2.960882 17.748216	-10.545317 0.185894	-2.396212 -21.588836	2.375579 15.388344	
17.586513 -6.964706	4.957565 10.695768	6.192117 12.126274	9.516199 2.487916	0.372344 -8.461963	-14.038308 5.731720	-27.101314 19.675177	-5.561366 3.158887	13.822789 4.446586	3.124276 -20.931070	3.340946 -8.481466	-2.945513 13.492835	-9.527929 -11.903743	3.546118 -10.556993	-5.260305 4.779346	-6.004425 4.197289	-2.288207 17.886377	-11.433471 0.685800	-2.202122 -21.855921	1.635905 15.089158	
17.436697 -6.699174	4.334432 10.632374	7.067965 11.447691	10.409904 2.451176	1.341750 -8.986316	-13.903455 5.036169	-26.397385 20.290366	-4.603453 2.669492	14.589857 4.393789	2.879427 -20.188471	3.212213 -8.442968	-2.194330 13.007562	-10.197096 -12.619177	4.165414 -10.273727	-4.334676 4.360138	-5.945415 3.353723	-2.376408 18.426179	-11.937585 1.166259	-1.937637 -22.643909	1.653049 15.499117	
17.338443 -6.556100	4.914979 10.095901	6.573585 10.745397	10.189090 1.772698	1.664256 -9.183695	-14.033081 5.701635	-26.207652 19.631538	-3.962334 2.933903	13.747110 4.746017	3.312337 -20.830251	3.165428 -8.138047	-2.881926 12.447374	-9.655957 -12.843832	4.915510 -10.030042	-4.096436 3.645464	-5.655321 2.830478	-3.122686 18.988328	-12.073388 1.044789	-0.958002 -22.405542	1.803035 15.582659	
16.528544 -5.666931	4.531054 10.386952	7.451896 10.001072	11.147913 2.234905	0.666826 -9.724789	-14.675063 6.559838	-25.432633 19.933889	-4.076826 2.415417	13.894866 3.959084	2.692799 -19.953421	2.503068 -7.803753	-2.835502 11.720488	-10.223540 -13.332840	4.961814 -9.322741	-4.986827 3.782611	-5.574557 3.572450	-2.772054 18.783679	-12.325589 0.722471	-1.441776 -21.841109	1.252485 15.390343	
16.898398 -4.981226	5.303525 10.064819	7.073407 9.041428	11.236569 2.750849	1.154594 -8.736086	-15.585174 7.234319	-25.311450 19.039457	-4.594258 2.910202	14.245049 3.089294	2.857511 -20.343686	2.771913 -7.023403	-2.944967 11.431006	-10.386816 -13.926080	5.155441 -9.174596	-5.807868 4.719812	-5.814821 2.950950	-2.561814 18.121040	-11.343335 0.983167	-1.482906 -21.811445	2.210810 16.297072	
17.618449 -5.149002	5.175932 10.784367	7.972502 9.513476	10.869046 1.906620	2.094318 -9.687129	-15.104110 8.165070	-25.391964 18.647423	-5.357165 3.534025	13.996478 2.652457	2.486382 -20.614690	3.743903 -7.975823	-2.127342 10.981767	-11.172878 -13.996336	4.576114 -9.553113	-6.136472 4.605853	-6.617307 3.333872	-3.488592 18.595465	-12.244707 0.190471	-1.543916 -21.716232	2.111550 16.052950	
17.027573 -5.275995	5.452914 11.232744	6.975684 9.878954	10.189927 1.473658	2.959170 -9.800757	-14.197658 8.983720	-24.909656 18.453976	-4.691333 3.714836	14.292133 1.769348	3.053878 -21.438500	3.218689 -7.376678	-2.570909 10.728096	-11.312329 -14.887542	5.015149 -9.153115	-6.462934 4.453419	-6.358251 4.050415	-4.286161 17.626462	-12.926161 1.059593	-0.623266 -21.993905	1.233694 16.070864	
16.342571 -4.394689	4.893023 10.740408	7.450172 9.424612	10.315196 1.229757	2.982287 -9.858033	-13.961113 8.443857	-24.238960 19.335211	-5.678360 4.252666	14.871506 1.569624	3.207654 -22.225392	2.664487 -6.586411	-1.872947 11.519977	-10.995031 -15.787775	4.293199 -9.663098	-6.146712 4.446544	-7.319306 3.274532	-4.255436 17.130108	-12.987072 1.037119	-1.413437 -22.097310	2.061373 15.750010	
16.902873 -4.939735	4.451180 10.537264	7.853919 9.891688	10.577921 1.453111	3.693910 -10.424342	-14.753402 8.776150	-23.450074 20.206324	-5.560101 3.599643	14.501393 1.146131	4.154042 -22.952944	2.000388 -6.036970	-1.928823 12.487836	-11.081136 -15.585136	5.125120 -9.916348	-6.104768 4.990988	-7.036391 3.846906	-4.556524 16.662436	-12.058549 1.831881	-0.723156 -21.296733	1.311721 15.792154	
17.318247 -5.611983	3.891082 10.126058	8.208401 10.493746	10.309789 1.202976	3.939426 -10.922505	-14.742763 9.752657	-23.066704 21.078600	-5.609761 2.818976	15.046252 0.170954	4.014319 -23.813030	2.157249 -6.987389	-1.277386 13.316525	-11.328323 -16.442526	5.017730 -10.069734	-6.874329 4.946793	-6.193889 4.129923	-5.019442 16.360831	-11.804659 1.206396	-0.582569 -21.676843	1.294174 15.612922	
17.663149 -5.243765	4.739931 10.271873	9.097202 10.320754	10.791443 1.614520	4.796949 -10.106321	-14.912542 9.854032	-22.918135 20.378237	-4.627505 3.766382	14.538799 -0.799025	4.475786 -23.622697	1.581652 -6.974353	-2.265374 12.617113	-10.981574 -16.733105	5.795231 -10.276024	-6.265840 4.975016	-5.947155 3.840480	-4.695650 16.316605	-11.099689 0.208584	-0.494514 -21.586384	1.953608 15.543696	
17.001443 -5.076478	5.093400 11.186907	9.542353 11.270241	10.584044 2.096900	4.341971 -10.526765	-14.446079 10.098829	-23.680042 19.973538	-3.807377 3.542452	14.426488 -0.996832	4.407879 -23.985922	2.343522 -7.896684	-1.700254 12.538039	-11.755763 -16.540020	6.746324 -11.181681	-6.503583 5.867166	-5.846849 4.785388	-3.961890 16.205719	-11.880672 0.764716	-0.381079 -21.965451	1.565044 15.198732	
17.745981 -5.068874	5.982257 11.330539	9.800892 11.346589	9.697733 2.779112	3.518247 -10.636404	-15.236552 10.312019	-24.240666 20.835672	-3.629784 3.717376	13.804084 -0.462593	4.622277 -24.460444	2.142331 -7.257608	-0.882134 11.679375	-12.652311 -17.444426	5.973392 -11.181294	-7.106025 6.608499	-5.075163 3.995424	-3.231960 16.974899	-12.558661 0.560211	-1.070547 -21.729967	0.649372 15.614848	
18.456920 -5.652520	6.319624 10.613437	9.710104 11.276447	10.574001 3.121526	4.440592 -11.635054	-15.284974 9.458030	-25.159718 20.713592	-3.754254 3.470722	13.735984 0.433889	4.855292 -24.864658	2.494452 -6.908923	-1.502506 11.795259	-12.452789 -17.795581	5.896994 -11.275299	-6.965040 6.361630	-4.807328 3.969332	-4.119854 16.796888	-13.453668 -0.268811	-1.203062 -21.733050	0.199481 16.424899	
18.762978 -5.788421	5.693534 10.436874	10.362004 10.698111	10.320928 3.983560	4.123619 -11.933242	-14.290346 8.862513	-26.157793 21.425078	-3.756271 3.695119	13.282054 0.106494	4.629765 -24.797865	3.182313 -7.066660	-0.554625 12.535988	-12.144417 -16.992601	6.716223 -10.485076	-7.239035 5.851246	-4.144232 3.648613	-4.579491 16.699400	-13.807530 0.678851	-0.789103 -21.002286	0.061361 15.895124	
19.748429 -5.100294	6.374723 10.432810	10.297380 10.174852	9.862595 4.838992	3.640390 -12.634145	-14.445923 8.785202	-25.446715 20.926718	-2.809194 2.790772	13.997392 -0.743029	3.827550 -25.688569	4.142381 -6.808463	-1.554535 13.079868	-12.593773 -16.243312	5.927436 -9.565288	-7.460945 6.333418	-3.436398 3.479388	-4.203953 16.210961	-14.075882 0.539878	-0.990256 -21.067394	0.782867 16.701721	
19.125149 -5.658454	7.328489 10.829760	9.762468 10.898382	10.542781 4.843888	4.232365 -13.300162	-13.680611 9.243731	-25.555643 19.995207	-3.076101 2.679050	13.561736 -0.524008	4.024708 -24.892412	4.469485 -5.916487	-0.682931 12.337988	-12.695810 -15.590713	5.868761 -10.257032	-7.390810 7.080071	-2.797295 3.470588	-4.707462 15.239211	-13.232540 0.928200	-1.559765 -21.998829	1.094996 15.930500	
19.009553 -5.196551	7.480794 9.875178	8.850861 11.598764	10.060538 5.492649	3.633038 -14.226824	-12.757527 9.365474	-25.883545 19.998872	-2.100100 1.757928	12.593941 -1.456615	3.094071 -25.064384	3.725302 -5.523570	-1.458708 12.905277	-13.000731 -16.388866	5.683147 -9.258878	-8.171198 6.858906	-2.655252 2.542083	-4.447746 15.365895	-12.484053 0.344393	-2.294459 -22.675815	0.513537 15.275217	
18.661991 -6.191007	7.367200 10.132950	9.763741 11.966781	10.792086 6.406771	4.047727 -13.680664	-12.414059 9.425836	-26.775943 19.588732	-1.792290 1.812080	12.440532 -2.181990	2.640891 -25.872057	3.539224 -6.359120	-0.752397 12.680733	-12.424611 -16.462809	5.779202 -8.886274	-8.756408 7.207961	-2.142125 2.612719	-4.013536 15.825364	-12.468611 0.105832	-2.579076 -23.328444	0.502845 15.165594	
17.837525 -5.613535	7.037722 9.162072	9.852663 12.837848	10.427169 6.958147	3.871685 -14.107447	-12.101644 10.341963	-26.840924 20.519663	-0.816262 2.629433	12.104095 -2.724291	2.398611 -25.978665	2.871192 -6.534292	-1.677104 11.984285	-12.858665 -15.698887	6.416196 -9.810700	-9.204200 6.739728	-2.194353 1.877659	-4.905671 15.945452	-11.635632 0.086857	-2.817375 -23.197472	0.177822 14.658739	
18.552147 -5.287958	7.463640 9.702987	9.891833 13.337504	10.432926 7.058888	3.764533 -14.827097	-12.729292 10.936997	-25.916603 21.195973	-0.759530 1.976657	11.850807 -2.337918	2.761033 -26.226204	2.863372 -7.006739	-2.483000 11.159328	-13.750725 -16.592099	5.770011 -9.423575	-8.337720 7.214864	-1.258016 1.385611	-5.373043 15.465699	-12.154495 1.075165	-3.152223 -22.846329	0.548671 14.634350	
17.973441 -5.013158	7.897273 10.474018	8.945760 13.656169	9.643939 6.244143	3.907001 -14.851139	-12.226394 11.436356	-25.813724 20.839191	-0.328133 1.042244	12.721750 -1.462615	3.700525 -25.300340	2.896558 -7.654100	-3.252637 11.709010	-13.922676 -15.690745	6.681124 -8.775099	-8.743290 6.517445	-1.420550 0.697201	-6.023643 15.075546	-12.900274 0.564030	-2.490672 -23.422644	1.398412 13.845905	
18.172856 -4.675034	7.465618 10.612024	8.009299 13.696031	9.054096 6.353725	4.610217 -14.359626	-11.717347 11.390670	-24.869572 20.871509	-1.205494 2.026583	12.770723 -1.536037	3.247259 -24.612225	3.689137 -8.145811	-2.937608 11.998095	-13.198976 -15.010362	7.511603 -9.715550	-8.907882 5.660213	-0.757361 -0.059610	-5.351373 14.096254	-12.051192 1.313587	-2.388215 -23.229432	2.080803 13.533262	
17.247409 -4.900048	7.374073 10.033234	8.026762 14.166991	9.932677 6.366748	4.969380 -14.261951	-11.401735 12.008148	-24.216101 20.633293	-1.617630 3.010061	12.682366 -1.849300	2.469819 -23.812448	2.864772 -7.800806	-3.251380 11.893543	-13.069001 -15.237451	8.090645 -9.176771	-9.888802 6.015991	0.222848 -0.969047	-5.092853 14.731242	-11.923743 0.723185	-2.471379 -22.550193	1.924873 14.236434	
