-0.302142 0.629646	-0.468646 -0.437506	0.751303 0.319782	0.384374 0.752014	0.603867 0.790833	0.290540 -0.494219	0.653237 0.502880	0.387346 -0.803606	0.639781 0.500007	0.692389 0.500295	0.204144 -0.447248	0.443633 0.882135	0.368019 0.799485	0.560744 0.607400	0.339973 0.029546	-0.102781 -0.829903	-0.864264 0.130356	-0.810361 0.809437	-0.367139 0.791816	-0.625853 0.309730	
16.761856 -5.609729	6.404139 9.562030	7.471448 13.611170	10.464338 5.956920	5.086933 -14.517888	-10.619654 12.516759	-23.917581 20.459054	-1.856070 2.025468	12.152182 -1.481655	2.503816 -23.951625	1.889257 -8.493808	-3.283711 12.680370	-12.466207 -14.258472	7.800199 -9.246992	-9.306838 5.947666	0.609157 -0.365532	-4.531239 14.194106	-12.718837 0.327406	-3.424412 -21.972886	2.801973 14.617046	
17.096701 -6.320281	6.906933 9.219554	7.695462 13.656584	10.838546 6.454243	5.885002 -14.988593	-11.374019 13.488596	-24.878208 19.512053	-2.756858 1.125978	12.004010 -0.869279	2.056726 -23.166161	2.407103 -9.461816	-3.594148 12.466136	-12.676634 -14.061879	7.828733 -10.105638	-10.248266 6.405626	0.468410 0.590351	-5.485634 13.716172	-12.962725 0.682969	-3.441029 -21.777193	3.442462 15.304948	
16.978393 -7.316626	6.288054 8.513919	7.348589 13.366351	10.007358 6.946149	5.323288 -15.058186	-11.899932 13.396138	-25.335591 19.886757	-2.079496 1.754597	11.989434 -1.631224	2.725665 -24.014326	2.713611 -9.820146	-2.862101 12.857934	-13.529103 -14.922082	7.923668 -10.350227	-10.367378 6.778812	-0.476968 0.682459	-6.312170 13.030049	-13.557310 0.294861	-2.872008 -21.725564	3.060857 15.704679	
17.143076 -7.273349	7.057816 8.404974	6.915536 14.110252	9.011560 7.874186	5.323269 -14.927926	-10.958621 12.433899	-24.755282 20.276379	-2.247954 2.466009	11.384987 -2.437935	2.706175 -23.746928	3.012195 -9.722507	-2.992080 12.653228	-14.418331 -14.293519	7.850279 -9.948658	-11.095718 7.712228	-0.039873 0.625159	-5.573996 13.877131	-12.973316 0.660360	-2.933125 -22.135399	2.719073 16.682611	
16.371733 -7.115065	7.948936 8.644036	5.923841 14.192162	8.289472 8.446951	5.308145 -14.924020	-10.264054 12.905550	-24.534410 19.824646	-3.210197 1.689355	10.816739 -1.721822	2.455024 -23.028838	2.738958 -10.143516	-3.265169 12.634291	-13.481802 -14.497399	8.024032 -9.544425	-10.909896 8.344129	-0.878834 1.327815	-4.803806 13.551611	-13.014738 1.237703	-3.556525 -22.825309	2.486202 16.038791	
16.494501 -6.841190	8.278311 8.195958	5.457437 13.649971	8.828261 8.668234	5.488170 -14.963286	-10.821331 12.502311	-25.204772 20.116821	-3.643316 2.663697	10.749872 -2.124742	2.113851 -23.561483	2.939668 -11.114117	-3.316905 13.224169	-14.390346 -14.513704	8.617303 -10.272097	-11.662010 7.767858	-0.617612 1.035338	-4.462328 12.778691	-13.789922 0.373452	-4.336587 -23.011548	1.572008 16.840974	
17.098723 -6.542281	7.477806 7.786710	5.403315 13.535379	8.594410 8.843599	5.155235 -13.989793	-9.931740 12.385525	-25.904292 19.276377	-3.584982 3.174634	11.431614 -1.505785	1.499482 -23.640610	2.079684 -11.319851	-3.194612 13.971300	-15.270282 -14.647505	8.474379 -9.773246	-11.566441 8.335900	-1.472293 0.050069	-3.573190 11.788610	-13.340324 0.457033	-5.057478 -22.653782	2.110833 16.562106	
16.396346 -5.643598	8.374046 7.486722	4.526379 13.023761	9.164515 7.922332	4.987212 -14.149301	-9.684036 12.113689	-26.495653 20.008346	-3.976354 2.834226	12.116935 -1.538559	1.632798 -23.980401	1.715314 -12.183442	-3.710042 14.914292	-15.976287 -13.671490	7.515688 -9.044616	-12.126084 8.406461	-1.399147 0.576084	-3.801881 11.853398	-12.703067 -0.132080	-4.605572 -22.889317	1.937185 17.086148	
16.198194 -4.785364	7.513171 7.000037	4.601854 12.053913	8.535055 8.721965	5.951901 -14.688403	-9.255000 12.229225	-26.390896 20.736386	-4.383115 2.797455	12.099908 -1.335100	0.720684 -24.598768	1.704854 -12.491103	-4.570823 15.158511	-15.763752 -14.159411	7.130118 -8.886837	-11.453950 8.983365	-1.625883 1.315265	-3.867909 11.937450	-13.192008 0.191361	-3.638688 -22.678044	1.706800 17.608754	
16.143643 -3.863944	7.316754 7.941291	3.913893 12.690626	9.418915 9.232938	4.988440 -15.312999	-8.934257 11.390786	-26.719894 20.545402	-4.628523 1.858200	12.150112 -1.093137	0.839510 -24.846409	1.704698 -11.675762	-5.503217 14.402691	-16.342013 -14.683653	6.420713 -8.027977	-12.284011 9.189891	-2.048574 0.558784	-3.502022 11.932974	-12.365127 0.855522	-2.769909 -23.507936	0.760126 17.823416	
15.678745 -3.991538	7.233182 7.396507	3.740642 11.896518	8.698229 8.418847	5.261162 -14.707407	-8.896897 10.403581	-26.244998 21.419567	-5.518380 2.500244	11.556797 -1.037319	1.725138 -24.113387	1.936984 -12.137547	-5.966272 14.525227	-15.684392 -15.238490	5.660810 -7.674639	-11.551434 10.023967	-2.270274 1.530661	-3.802073 12.914285	-12.083695 0.775616	-3.398137 -23.550169	0.132994 18.184294	
15.583794 -3.515343	7.769831 7.927148	3.234310 10.934106	9.623429 7.640837	5.066344 -15.060103	-8.485783 10.856653	-26.841887 21.697587	-5.019563 1.813378	11.628725 -1.143366	2.614148 -24.863722	1.832842 -11.454089	-6.535883 13.553411	-16.587318 -14.552128	6.401585 -8.121067	-11.190414 9.194327	-2.263485 2.031421	-3.455714 13.150305	-12.058186 0.023582	-3.249790 -23.799885	0.005382 17.346698	
15.839667 -3.862542	7.058622 7.380225	3.187181 10.776659	10.041381 8.464435	4.683849 -14.838754	-8.853323 10.539369	-27.336790 21.115913	-5.255225 1.944293	11.256541 -1.312112	3.172272 -25.614082	2.082250 -11.467116	-7.181856 14.513168	-16.949760 -13.801723	6.315443 -7.169061	-11.585538 9.219259	-1.471348 2.828505	-3.414946 12.322799	-11.519800 -0.716279	-4.185961 -23.943053	0.765315 17.589820	
15.803728 -4.049342	7.301768 8.003061	3.983912 10.421364	9.832693 8.117171	5.618709 -14.036466	-8.773605 10.233594	-27.982135 20.768694	-5.103770 0.965966	11.184973 -1.566604	3.960703 -25.179800	1.710569 -11.382775	-8.111843 14.857514	-17.925421 -13.364154	6.726343 -8.163016	-11.181752 10.136739	-0.549230 3.627334	-3.476541 11.666550	-10.750257 -1.254800	-3.817462 -23.362619	0.575192 18.268314	
15.942190 -3.483287	7.885982 7.649278	4.620728 9.735297	10.509865 8.875819	5.017200 -13.192028	-8.794959 9.304535	-27.948810 21.612124	-6.061079 1.174186	11.688522 -1.196339	4.734120 -24.860189	0.741230 -11.077172	-7.280581 13.857554	-17.683247 -12.725726	6.782782 -8.980874	-12.180185 9.830463	-0.895560 2.740142	-2.891365 10.729088	-10.237081 -0.662260	-4.573591 -23.200118	1.398763 19.262968	
15.256002 -2.792476	8.384722 6.765213	5.015139 8.867804	10.608697 8.563461	5.131755 -12.965704	-8.106715 8.863443	-28.356276 22.366022	-5.789402 1.961089	12.677320 -0.451305	4.885202 -24.036300	0.315085 -11.600091	-6.717579 13.949929	-17.964453 -13.538688	7.106822 -8.558487	-13.067187 8.987051	-1.563543 3.053379	-3.143673 11.445906	-9.554911 -1.096795	-4.169624 -22.656957	1.658561 18.467601	
14.515070 -3.231313	8.392359 5.977872	4.142173 9.443344	10.313799 8.976410	5.038122 -12.610037	-8.809269 9.169005	-28.189550 22.397027	-5.392408 2.898290	13.085336 0.264085	5.299300 -24.708211	0.335950 -12.167446	-7.656799 13.800948	-17.528845 -14.517316	7.064348 -9.195199	-13.691168 8.925621	-2.322954 3.378800	-2.961738 11.010844	-9.931029 -1.721288	-4.089318 -23.095548	2.319759 18.250484	
14.524134 -3.128908	8.386461 6.879766	4.640907 10.301755	10.447756 9.543973	4.878048 -12.711034	-7.873143 8.819732	-28.575204 22.482053	-4.423352 2.643906	13.809633 -0.045175	5.897504 -25.205706	1.309610 -11.311837	-7.654581 14.432473	-16.784106 -14.681231	7.258545 -8.584969	-13.785442 9.056031	-3.314757 2.659411	-2.587200 11.284188	-10.573060 -2.089221	-5.038421 -22.697987	2.204429 18.407440	
13.855511 -3.066532	9.027548 6.505298	4.623487 9.405665	10.413569 9.506717	4.682851 -13.455069	-8.183300 9.509480	-29.169497 23.079311	-4.583714 3.413589	13.786523 -0.019871	6.475856 -24.401592	0.609518 -12.214157	-8.096264 15.023858	-17.463028 -14.431816	7.268437 -7.726141	-14.762570 8.147896	-4.173641 2.436199	-3.294455 10.971272	-11.510108 -1.306062	-5.899182 -22.222061	2.325012 18.864070	
14.683946 -3.852841	8.246516 6.634243	4.514481 8.512773	10.753736 8.659182	4.394662 -13.352560	-7.447840 9.291382	-29.171260 23.892486	-4.818044 3.456688	14.258286 0.272198	6.288615 -24.210936	-0.335742 -12.942311	-7.453375 14.409133	-17.288976 -14.903439	7.802054 -7.187663	-14.838907 8.095494	-5.071666 1.456180	-3.621634 10.465209	-10.574790 -0.722316	-5.498760 -22.461904	2.063955 19.332416	
14.390555 -4.488373	8.414440 6.433130	3.547714 8.198251	10.688242 7.822741	4.762480 -13.402519	-8.129112 8.686935	-29.122965 24.659893	-4.710594 3.812776	14.784828 -0.500990	6.045184 -24.644895	0.104561 -12.495168	-6.473601 14.585705	-16.921529 -15.529574	6.947582 -6.511872	-14.555259 7.492114	-4.962530 2.136224	-4.598261 11.329877	-9.698651 0.173383	-5.552323 -21.793324	1.911233 19.255851	
14.511840 -4.771647	8.397968 5.579217	2.807016 8.621525	11.497491 8.267902	5.371927 -12.718866	-7.198663 9.263207	-29.062503 23.923129	-5.382785 3.727137	14.496345 -0.093165	5.249659 -25.147390	0.658975 -12.788383	-6.277943 14.998280	-17.530406 -14.915972	7.437955 -6.317354	-14.810712 8.188300	-5.538918 1.239944	-5.246383 10.785232	-10.303981 -0.204602	-5.830103 -21.702259	1.964183 19.382339	
13.542238 -4.024906	7.862208 5.245215	2.977837 8.991887	11.294587 8.999657	4.523718 -11.957534	-7.730829 8.292528	-29.977807 24.091221	-6.379033 3.736953	15.092397 0.362982	6.032192 -25.884275	0.457186 -13.327037	-5.721974 15.701930	-18.064407 -14.754696	7.345339 -5.376184	-14.155004 9.168270	-6.452553 1.255376	-5.201419 10.266309	-9.348851 -0.664282	-6.577199 -22.268012	2.875875 20.068392	
13.779519 -3.125446	8.395838 4.497156	2.874784 8.781355	10.862577 8.866692	4.501605 -11.931402	-7.069346 7.511274	-29.039584 25.046054	-6.145168 3.752253	14.887915 0.113273	5.578946 -25.189505	1.190918 -13.836864	-5.025794 15.174674	-17.681483 -14.320661	7.959437 -5.958072	-13.898985 8.475260	-6.867067 0.984322	-5.742690 10.524316	-8.739455 0.188865	-7.303587 -22.181265	3.171372 19.912583	
14.174746 -2.153615	7.570775 3.597644	3.112901 8.061633	11.556523 8.369032	5.489592 -11.589154	-7.616754 6.595406	-29.170007 25.254280	-7.113838 4.275175	14.313334 -0.114487	4.909918 -25.314649	0.285025 -14.098302	-5.363222 16.042622	-18.544899 -14.127323	7.416078 -5.356839	-13.178676 8.551528	-6.049636 0.347340	-5.761923 10.914559	-8.984587 0.804894	-7.958473 -22.401812	2.683151 20.898534	
13.769292 -2.687123	6.694994 4.042358	2.419775 8.899782	12.482830 8.964873	5.237021 -11.031746	-8.072416 6.946748	-28.296669 26.034946	-7.139828 4.487076	14.263673 0.076648	5.282745 -25.969941	-0.710898 -14.531628	-6.302534 17.024921	-18.342448 -14.150622	6.642132 -4.681495	-13.409686 8.921625	-6.577898 0.151537	-4.844413 10.267169	-8.316508 1.569641	-8.323200 -23.082447	2.266269 20.942614	
13.537994 -2.452687	7.188329 3.919828	2.488296 8.776100	12.281005 8.963582	5.110238 -10.387183	-7.730278 6.087706	-27.746657 26.865761	-6.871830 3.789157	13.712985 -0.716022	4.865550 -25.406374	-1.009963 -14.253334	-7.168290 17.695322	-18.084059 -13.582944	6.487495 -5.449837	-12.933368 9.458890	-6.297380 1.134510	-4.574958 10.851925	-8.608184 1.069490	-9.217938 -22.625667	1.761683 20.929026	
14.100391 -1.693977	7.591622 4.248096	3.244381 9.760997	13.231165 9.573040	5.189224 -10.907510	-7.830487 5.616322	-27.684394 27.066764	-7.578491 3.002639	13.560535 -0.863499	5.698732 -24.603458	-1.844482 -13.877282	-7.671956 17.796959	-18.919827 -13.532997	6.541228 -6.164856	-12.226037 8.931534	-6.169820 1.060765	-3.640939 10.139267	-8.878010 0.116823	-9.887098 -21.665050	1.135510 21.415583	
13.769931 -1.667844	7.711210 4.702188	3.945159 10.630569	12.491766 8.828219	5.921960 -10.278407	-7.698169 6.303387	-28.498910 27.018953	-7.905674 3.471635	14.544187 -0.799763	5.284968 -24.241415	-2.494603 -14.866402	-7.674213 16.959701	-18.290144 -14.355627	7.171867 -5.556751	-11.730649 9.565881	-5.470358 1.657108	-4.075918 10.993786	-9.550585 0.977278	-9.848326 -22.223813	1.566676 21.551953	
13.071333 -2.608894	8.476028 4.056573	3.695231 10.762989	13.032492 8.896097	5.518567 -9.484396	-7.239796 5.928799	-29.230131 26.842017	-7.180591 3.478241	15.110791 -0.599519	6.221175 -23.371785	-2.368131 -13.920156	-6.745257 17.494687	-17.617821 -14.364352	6.249986 -6.110606	-10.909425 10.168271	-5.147372 2.439631	-4.102129 10.476181	-9.767775 0.511045	-10.568292 -21.719876	1.894589 21.180125	
12.900993 -2.670580	7.929568 3.167161	3.190413 10.892036	13.299010 9.080163	4.702147 -8.980204	-7.776291 5.793209	-28.974070 26.764285	-7.986762 3.957860	14.439819 -1.129224	5.662789 -22.520478	-2.236363 -14.698548	-7.365012 16.532460	-17.650529 -14.880934	5.485334 -6.284554	-11.574572 10.712890	-5.838785 1.783656	-4.191083 11.106293	-9.728776 0.101782	-10.116905 -22.715332	2.427137 20.987483	
13.040451 -3.563983	8.692814 4.130790	2.617180 11.070904	12.715073 8.719436	4.152491 -9.802876	-7.353337 5.368336	-29.146302 26.102646	-8.096499 4.662794	15.377215 -0.266917	5.871459 -23.441464	-2.538195 -14.210036	-6.414013 16.531212	-16.722774 -15.561117	4.680314 -6.829520	-11.100224 11.003103	-5.831797 2.211217	-3.273657 11.621280	-9.340333 -0.406043	-10.191982 -22.886583	2.028994 20.214863	
13.368220 -3.192386	9.122285 4.129910	2.832563 10.609718	12.001373 8.730854	4.431020 -9.459696	-6.811562 5.119968	-28.684433 26.882745	-7.845559 4.492007	15.300654 0.012365	5.282132 -22.490772	-2.684557 -14.876397	-6.126604 17.239761	-15.983202 -16.510922	3.780552 -6.001803	-10.788049 11.932790	-5.284997 3.065942	-2.616966 10.965381	-8.732739 -1.069524	-9.249443 -22.688460	2.686245 19.881916	
12.611765 -2.702575	9.080447 3.563431	2.298162 11.064775	11.592881 8.826390	3.716397 -9.115237	-6.203989 4.130125	-28.178487 26.677965	-7.883865 4.027151	15.055229 0.811281	4.388625 -22.063992	-2.765154 -14.832592	-6.757022 17.653955	-15.143308 -17.062223	4.746360 -5.098662	-10.097560 11.494329	-4.532184 3.333757	-2.429229 10.721081	-8.298250 -0.353937	-8.439474 -23.574993	1.986303 19.848094	
12.391273 -3.053298	9.297860 3.177102	2.057346 10.629844	12.077959 8.897035	4.369046 -8.316768	-5.840443 4.240583	-27.658013 26.506144	-7.510387 4.291437	15.701526 1.775249	5.383365 -22.818643	-3.596810 -14.299402	-6.572278 18.066800	-14.941867 -16.852843	5.603542 -5.642975	-9.540944 10.613602	-5.327852 3.541797	-1.712309 10.009860	-7.414705 -0.793072	-8.693697 -24.176881	1.926307 19.303067	
11.594490 -2.119434	10.209711 3.665426	2.695462 11.411973	11.957672 9.562165	4.562499 -9.169776	-4.982047 4.581801	-28.144614 25.927657	-7.451911 4.888238	15.754827 2.217579	5.176727 -22.110715	-4.504901 -13.347853	-6.893265 18.769526	-14.285062 -16.423112	5.771385 -6.181267	-10.291080 10.244746	-5.935554 2.622699	-0.944786 10.150585	-7.310971 -0.502274	-9.457109 -24.566942	2.520681 18.908309	
10.750432 -2.970305	9.563313 3.873260	3.652711 11.424419	12.298337 9.570644	4.443496 -8.809623	-5.377511 4.785897	-28.434123 26.620767	-6.512401 5.640436	16.613635 2.466262	4.545890 -21.928680	-3.830945 -12.482838	-6.117926 19.350323	-13.528026 -15.975562	6.696992 -5.453636	-10.865756 9.262461	-6.471907 2.614802	-1.634000 9.680923	-6.967710 0.430725	-9.315328 -24.506945	1.661883 19.753832	
11.074155 -2.084588	8.643752 4.626758	3.113984 11.030311	13.104048 9.760729	4.831217 -9.648715	-5.004798 4.185673	-29.058959 26.509985	-5.711078 4.788712	17.277487 3.258231	5.165078 -20.968617	-2.951624 -13.208272	-5.983866 19.206879	-13.875364 -15.708573	6.604570 -5.755326	-10.612819 9.386092	-5.872980 3.459332	-2.008282 9.362850	-7.591446 0.138400	-10.005833 -24.328904	1.132780 19.393291	
10.821719 -1.202892	8.037377 4.067869	2.288595 10.153844	13.278492 9.806723	3.959328 -10.612639	-5.131737 4.680034	-29.862053 26.590254	-6.496113 4.245919	16.581219 2.719221	4.544665 -20.300344	-2.631200 -13.222507	-5.764663 18.984987	-13.624998 -16.373951	6.411654 -4.788127	-11.362567 10.174605	-4.935255 3.043632	-1.277669 8.873055	-8.051315 0.425680	-10.974073 -23.339169	0.735321 19.198696	
10.334168 -1.613896	8.237216 4.165288	3.085458 9.488776	13.030039 8.974342	4.187893 -10.027783	-6.051307 4.885135	-30.240991 26.664081	-6.798601 4.514182	17.291112 3.117076	4.642915 -20.092825	-3.577180 -12.933581	-5.209873 18.109408	-13.092069 -17.094769	5.578579 -4.638346	-11.217407 9.555089	-5.251109 2.512786	-1.650653 8.215133	-7.366208 1.310568	-10.218728 -23.984368	1.518068 18.217814	
9.895910 -2.201807	7.771154 4.114632	3.334337 9.093136	13.239203 8.330380	4.304620 -10.208476	-6.398240 4.956096	-30.039598 26.324836	-7.302152 5.370447	17.659485 3.973982	5.195994 -19.095458	-4.152835 -13.691261	-4.471239 18.195838	-14.085557 -16.540748	4.950021 -3.851158	-11.839535 8.572196	-5.899136 3.393873	-1.947785 7.687326	-6.427496 1.445543	-10.258434 -24.792451	0.639906 18.912063	
9.483994 -1.897801	8.412415 3.387981	3.330518 9.644276	13.978381 8.032482	3.667974 -9.235150	-7.383663 3.996480	-31.002947 27.191154	-8.045591 5.481187	16.879449 4.787818	5.185370 -20.029611	-3.784953 -13.271914	-4.985703 18.985558	-13.331371 -16.628484	5.270413 -3.531513	-11.197285 9.362965	-5.288640 3.666828	-2.468361 8.372057	-6.017613 2.185634	-9.333013 -23.917968	1.469775 18.991933	
10.029659 -2.449538	7.956283 4.201757	3.791633 10.525642	13.407557 7.625070	3.144398 -9.638204	-6.572983 3.430308	-30.429796 28.108452	-7.648998 4.663313	17.668997 5.566877	5.888557 -20.284843	-3.188771 -12.653296	-5.112010 19.240725	-12.404548 -16.661776	4.735552 -4.183097	-12.047452 9.769080	-5.131490 3.174941	-1.806752 9.016782	-6.717201 1.751946	-10.004617 -23.606506	1.649019 19.560491	
9.598059 -2.990740	7.967271 3.582645	4.114023 9.533648	13.617491 7.393123	2.506579 -9.531269	-7.550351 2.694936	-29.966973 28.402937	-6.882558 3.783962	17.692901 5.544562	5.624677 -20.013643	-2.764166 -12.772033	-5.855436 18.830849	-13.377913 -17.407797	5.369638 -5.010163	-12.718413 9.909481	-4.745281 2.682703	-1.267609 9.795533	-5.949122 1.927224	-9.675913 -23.062180	1.174592 19.132347	
10.408079 -2.502556	7.864250 4.557407	4.069126 9.071209	12.893876 7.207381	3.139994 -9.006351	-7.607584 1.851014	-30.428035 28.363587	-6.941921 2.847108	18.312807 4.808911	5.737515 -20.013889	-2.927606 -12.246180	-6.593186 19.292481	-14.095994 -16.710501	5.721057 -5.630913	-12.189516 10.186136	-5.526991 3.644912	-1.485664 10.029686	-6.638381 1.508355	-8.757314 -23.751154	0.209278 18.168233	
10.680268 -1.875529	7.932311 3.892671	3.524441 8.500795	12.670386 8.068111	2.683100 -8.419820	-6.784729 1.527663	-31.413768 29.114759	-6.183074 3.568484	17.831108 5.407773	6.402062 -19.169062	-3.316703 -13.167076	-6.685226 20.149038	-13.747364 -16.998010	5.789295 -6.304199	-12.695913 10.547691	-6.218592 2.869990	-1.675645 10.995716	-6.724249 2.035024	-9.238406 -23.238060	-0.221625 17.869785	
10.645988 -2.175692	7.787887 4.743942	3.002248 9.362624	12.492662 8.017921	3.453277 -8.667364	-6.350448 1.965008	-31.479220 28.911323	-6.814715 3.654428	17.487946 4.923907	5.866710 -18.562218	-3.908465 -13.369906	-7.509802 19.553369	-14.059982 -17.871149	6.711962 -6.453588	-13.087553 10.569702	-6.928593 2.056612	-0.696802 10.646706	-6.634854 1.083620	-10.211497 -23.128356	0.292209 17.326074	
10.045610 -1.217290	6.830229 5.506552	2.811208 8.460990	12.282473 7.420800	2.610718 -9.578703	-5.704829 2.694383	-31.009080 28.454655	-6.288892 2.807474	17.193250 5.125570	6.316018 -18.767243	-3.059797 -13.563436	-8.272937 19.153515	-14.629727 -17.390981	6.347743 -6.623546	-12.479406 9.700526	-6.067497 2.842793	-1.307499 10.526111	-5.876873 1.837863	-10.038760 -23.655747	0.667973 18.295607	
9.658112 -0.491432	7.232081 6.160772	3.678957 7.651059	12.191214 6.737048	3.363136 -9.696586	-5.292903 2.550125	-30.264862 28.849372	-5.933306 3.239138	16.636360 4.341753	6.368496 -19.749816	-2.611471 -14.304978	-7.745272 18.282319	-14.750402 -18.312517	5.360896 -6.092674	-12.717557 10.240763	-6.985982 3.734886	-0.360497 10.990775	-5.495183 2.083825	-9.784239 -22.926745	-0.123335 19.293360	
10.585345 -0.544520	7.212755 5.686192	3.879888 7.831640	12.999170 7.255170	3.864518 -10.532202	-5.040156 2.885551	-30.934085 29.700056	-6.506348 3.710409	17.360678 3.951295	6.890154 -20.686423	-2.794085 -14.172165	-8.611124 17.303548	-14.769270 -17.886599	6.229763 -7.072905	-12.991669 9.510326	-6.619087 3.100912	0.262564 11.854100	-5.226901 1.929833	-10.164991 -21.952854	-0.572189 19.703091	
10.231176 -0.617757	7.266134 4.887160	3.610544 8.039805	13.740024 7.997257	3.279538 -10.741105	-4.679197 3.144317	-30.943925 29.179170	-7.407343 3.774285	17.718496 3.779503	6.695263 -20.509963	-3.244837 -13.292652	-8.522086 16.723949	-14.936044 -17.454160	5.667835 -8.046280	-13.469060 10.263150	-7.342645 4.093290	-0.713972 11.326695	-4.727616 1.372677	-9.987997 -22.602540	-1.166288 19.292312	
